kosisCode7,hjdongCode8,name
1116051,11160510,염창동
3643035,36630350,대동면
3643036,36630360,나산면
3643037,36630370,해보면
3643038,36630380,월야면
3644011,36640110,영광읍
3644012,36640120,백수읍
3644013,36640130,홍농읍
3644031,36640310,대마면
1116052,11160520,등촌1동
3644032,36640320,묘량면
3644033,36640330,불갑면
3644034,36640340,군서면
3644035,36640350,군남면
3644036,36640360,염산면
3644037,36640370,법성면
3644038,36640380,낙월면
3645011,36650110,장성읍
1116053,11160530,등촌2동
3645031,36650310,진원면
3645032,36650320,남면
3645033,36650330,동화면
3645034,36650340,삼서면
3645035,36650350,삼계면
3645036,36650360,황룡면
3645037,36650370,서삼면
3645038,36650380,북일면
3645039,36650390,북이면
3645040,36650400,북하면
1116054,11160540,등촌3동
3646011,36660110,완도읍
3646012,36660120,금일읍
3646013,36660130,노화읍
3646031,36660310,군외면
3646032,36660320,신지면
3646033,36660330,고금면
3646034,36660340,약산면
3646035,36660350,청산면
1116055,11160550,화곡본동
3646036,36660360,소안면
3646037,36660370,금당면
3646038,36660380,보길면
3646039,36660390,생일면
3647011,36670110,진도읍
3647031,36670310,군내면
3647032,36670320,고군면
3647033,36670330,의신면
1116073,11160730,화곡1동
3647034,36670340,임회면
3647035,36670350,지산면
3647036,36670360,조도면
3648011,36680110,지도읍
3648012,36680120,압해읍
3648031,36680310,증도면
3648032,36680320,임자면
3648033,36680330,자은면
3648034,36680340,비금면
3648035,36680350,도초면
3648036,36680360,흑산면
3648037,36680370,하의면
3648038,36680380,신의면
3648039,36680390,장산면
3648040,36680400,안좌면
3648041,36680410,팔금면
3648042,36680420,암태면
1116057,11160570,화곡2동
3701111,37011110,구룡포읍
3701112,37011120,연일읍
3701113,37011130,오천읍
3701131,37011310,대송면
3701132,37011320,동해면
3701133,37011330,장기면
1102068,11020680,중림동
1116058,11160580,화곡3동
3701135,37011350,호미곶면
3701160,37011600,상대동
3701161,37011610,해도동
3701155,37011550,송도동
3701156,37011560,청림동
3701157,37011570,제철동
3701158,37011580,효곡동
3701159,37011590,대이동
1116059,11160590,화곡4동
3701211,37012110,흥해읍
3701231,37012310,신광면
3701232,37012320,청하면
3701233,37012330,송라면
3701234,37012340,기계면
3701235,37012350,죽장면
3701236,37012360,기북면
3701267,37012670,중앙동
1116074,11160740,우장산동
3701258,37012580,양학동
3701268,37012680,죽도동
3701261,37012610,용흥동
3701263,37012630,우창동
3701264,37012640,두호동
3701265,37012650,장량동
3701266,37012660,환여동
3702011,37020110,감포읍
3702012,37020120,안강읍
3702013,37020130,건천읍
3702014,37020140,외동읍
3702039,37020390,문무대왕면
3702032,37020320,양남면
3702033,37020330,내남면
3702034,37020340,산내면
3702035,37020350,서면
1116061,11160610,화곡6동
3702036,37020360,현곡면
3702037,37020370,강동면
3702038,37020380,천북면
3702051,37020510,중부동
3702068,37020680,황오동
3702055,37020550,성건동
3702069,37020690,황남동
3702058,37020580,월성동
1116063,11160630,화곡8동
3702059,37020590,선도동
3702062,37020620,용강동
3702063,37020630,황성동
3702064,37020640,동천동
3702066,37020660,불국동
3702067,37020670,보덕동
3703011,37030110,아포읍
3703031,37030310,농소면
1116064,11160640,가양1동
3703032,37030320,남면
3703033,37030330,개령면
3703034,37030340,감문면
3703035,37030350,어모면
3703036,37030360,봉산면
3703037,37030370,대항면
3703038,37030380,감천면
3703039,37030390,조마면
3703040,37030400,구성면
3703041,37030410,지례면
1116065,11160650,가양2동
3703042,37030420,부항면
3703043,37030430,대덕면
3703044,37030440,증산면
3703060,37030600,자산동
3703061,37030610,평화남산동
3703055,37030550,양금동
3703056,37030560,대신동
3703058,37030580,대곡동
1116066,11160660,가양3동
3703059,37030590,지좌동
3703062,37030620,율곡동
3704011,37040110,풍산읍
3704031,37040310,와룡면
3704032,37040320,북후면
3704033,37040330,서후면
3704034,37040340,풍천면
3704035,37040350,일직면
1116067,11160670,발산1동
3704036,37040360,남후면
3704037,37040370,남선면
3704038,37040380,임하면
3704039,37040390,길안면
3704040,37040400,임동면
3704041,37040410,예안면
3704042,37040420,도산면
3704043,37040430,녹전면
3704051,37040510,중구동
3704052,37040520,명륜동
1102069,11020690,신당동
1116069,11160690,공항동
3704054,37040540,용상동
3704062,37040620,서구동
3704056,37040560,태화동
3704058,37040580,평화동
3704059,37040590,안기동
3704060,37040600,옥동
3704061,37040610,송하동
3704063,37040630,강남동
1116070,11160700,방화1동
3705011,37050110,선산읍
3705012,37050120,고아읍
3705031,37050310,무을면
3705032,37050320,옥성면
3705033,37050330,도개면
3705034,37050340,해평면
3705013,37050130,산동읍
3705036,37050360,장천면
3705051,37050510,송정동
3705075,37050750,원평동
1116071,11160710,방화2동
3705075,37050750,원평동
3705055,37050550,도량동
3705056,37050560,지산동
3705057,37050570,선주원남동
3705059,37050590,형곡1동
3705060,37050600,형곡2동
3705061,37050610,신평1동
3705062,37050620,신평2동
1116072,11160720,방화3동
3705073,37050730,비산동
3705073,37050730,비산동
3705074,37050740,공단동
3705066,37050660,광평동
3705067,37050670,상모사곡동
3705069,37050690,임오동
3705070,37050700,인동동
3705071,37050710,진미동
3705072,37050720,양포동
3706011,37060110,풍기읍
3706031,37060310,이산면
3706032,37060320,평은면
3706033,37060330,문수면
3706034,37060340,장수면
3706035,37060350,안정면
3706036,37060360,봉현면
3706037,37060370,순흥면
3706038,37060380,단산면
3706039,37060390,부석면
3706051,37060510,상망동
3706053,37060530,하망동
3706055,37060550,영주1동
3706058,37060580,영주2동
3706059,37060590,휴천1동
3706060,37060600,휴천2동
3706061,37060610,휴천3동
3706062,37060620,가흥1동
1117051,11170510,신도림동
3706063,37060630,가흥2동
3707011,37070110,금호읍
3707031,37070310,청통면
3707032,37070320,신녕면
3707033,37070330,화산면
3707034,37070340,화북면
3707035,37070350,화남면
3707036,37070360,자양면
1117052,11170520,구로1동
3707037,37070370,임고면
3707038,37070380,고경면
3707039,37070390,북안면
3707040,37070400,대창면
3707051,37070510,동부동
3707052,37070520,중앙동
3707053,37070530,서부동
3707054,37070540,완산동
3707055,37070550,남부동
1117071,11170710,구로2동
3708011,37080110,함창읍
3708048,37080480,사벌국면
3708032,37080320,중동면
3708033,37080330,낙동면
3708034,37080340,청리면
3708035,37080350,공성면
3708036,37080360,외남면
3708037,37080370,내서면
3708038,37080380,모동면
3708039,37080390,모서면
3708040,37080400,화동면
3708041,37080410,화서면
3708042,37080420,화북면
3708043,37080430,외서면
3708044,37080440,은척면
3708045,37080450,공검면
3708046,37080460,이안면
3708047,37080470,화남면
3708052,37080520,남원동
1102070,11020700,다산동
1117054,11170540,구로3동
3708053,37080530,북문동
3708054,37080540,계림동
3708055,37080550,동문동
3708056,37080560,동성동
3708057,37080570,신흥동
3709011,37090110,문경읍
3709012,37090120,가은읍
3709031,37090310,영순면
1117055,11170550,구로4동
3709032,37090320,산양면
3709033,37090330,호계면
3709034,37090340,산북면
3709035,37090350,동로면
3709036,37090360,마성면
3709037,37090370,농암면
3709057,37090570,점촌1동
3709058,37090580,점촌2동
3709059,37090590,점촌3동
3709060,37090600,점촌4동
3709061,37090610,점촌5동
3710011,37100110,하양읍
3710012,37100120,진량읍
3710031,37100310,와촌면
3710032,37100320,자인면
3710033,37100330,용성면
3710034,37100340,남산면
3710013,37100130,압량읍
1117056,11170560,구로5동
3710036,37100360,남천면
3710051,37100510,중앙동
3710052,37100520,동부동
3710053,37100530,서부1동
3710057,37100570,서부2동
3710054,37100540,남부동
3710055,37100550,북부동
3710056,37100560,중방동
1117070,11170700,가리봉동
3731011,37510110,군위읍
3731031,37510310,소보면
3731032,37510320,효령면
3731033,37510330,부계면
3731034,37510340,우보면
3731035,37510350,의흥면
3731036,37510360,산성면
3731038,37510380,삼국유사면
3732011,37520110,의성읍
3732031,37520310,단촌면
3732032,37520320,점곡면
3732033,37520330,옥산면
3732034,37520340,사곡면
3732035,37520350,춘산면
3732036,37520360,가음면
3732037,37520370,금성면
3732038,37520380,봉양면
3732039,37520390,비안면
1117061,11170610,고척1동
3732040,37520400,구천면
3732041,37520410,단밀면
3732042,37520420,단북면
3732043,37520430,안계면
3732044,37520440,다인면
3732045,37520450,신평면
3732046,37520460,안평면
3732047,37520470,안사면
1117062,11170620,고척2동
3733011,37530110,청송읍
3733038,37530380,주왕산면
3733032,37530320,부남면
3733033,37530330,현동면
3733034,37530340,현서면
3733035,37530350,안덕면
3733036,37530360,파천면
3733037,37530370,진보면
1117072,11170720,개봉1동
3734011,37540110,영양읍
3734031,37540310,입암면
3734032,37540320,청기면
3734033,37540330,일월면
3734034,37540340,수비면
3734035,37540350,석보면
3735011,37550110,영덕읍
3735031,37550310,강구면
3735032,37550320,남정면
3735033,37550330,달산면
3735034,37550340,지품면
3735035,37550350,축산면
3735036,37550360,영해면
3735037,37550370,병곡면
3735038,37550380,창수면
3736011,37560110,화양읍
1102071,11020710,약수동
1117064,11170640,개봉2동
3736012,37560120,청도읍
3736031,37560310,각남면
3736032,37560320,풍각면
3736033,37560330,각북면
3736034,37560340,이서면
3736035,37560350,운문면
3736036,37560360,금천면
3736037,37560370,매전면
1117065,11170650,개봉3동
3737012,37570120,대가야읍
3737031,37570310,덕곡면
3737032,37570320,운수면
3737033,37570330,성산면
3737034,37570340,다산면
3737035,37570350,개진면
3737036,37570360,우곡면
3737037,37570370,쌍림면
1117067,11170670,오류1동
3738011,37580110,성주읍
3738031,37580310,선남면
3738032,37580320,용암면
3738033,37580330,수륜면
3738034,37580340,가천면
3738035,37580350,금수면
3738036,37580360,대가면
3738037,37580370,벽진면
3738038,37580380,초전면
3738039,37580390,월항면
1117073,11170730,오류2동
3739011,37590110,왜관읍
3739012,37590120,북삼읍
3739013,37590130,석적읍
3739031,37590310,지천면
3739032,37590320,동명면
3739033,37590330,가산면
3739036,37590360,약목면
3739037,37590370,기산면
1117069,11170690,수궁동
3740011,37600110,예천읍
3740031,37600310,용문면
3740042,37600420,효자면
3740043,37600430,은풍면
3740034,37600340,감천면
3740035,37600350,보문면
3740036,37600360,호명면
3740037,37600370,유천면
3740038,37600380,용궁면
3740039,37600390,개포면
3740040,37600400,지보면
3740041,37600410,풍양면
3741011,37610110,봉화읍
3741031,37610310,물야면
3741032,37610320,봉성면
3741033,37610330,법전면
3741034,37610340,춘양면
3741035,37610350,소천면
3741036,37610360,석포면
3741037,37610370,재산면
3741038,37610380,명호면
3741039,37610390,상운면
3742011,37620110,울진읍
3742012,37620120,평해읍
1118051,11180510,가산동
3742031,37620310,북면
3742039,37620390,금강송면
3742033,37620330,근남면
3742040,37620400,매화면
3742035,37620350,기성면
3742036,37620360,온정면
3742037,37620370,죽변면
3742038,37620380,후포면
1118052,11180520,독산1동
3743011,37630110,울릉읍
3743031,37630310,서면
3743032,37630320,북면
3811111,38111110,동읍
3811131,38111310,북면
1118053,11180530,독산2동
3811132,38111320,대산면
3811151,38111510,의창동
3811152,38111520,팔룡동
3811153,38111530,명곡동
3811154,38111540,봉림동
3811258,38112580,용지동
3811251,38112510,반송동
3811252,38112520,중앙동
1102072,11020720,청구동
1118054,11180540,독산3동
3811253,38112530,상남동
3811254,38112540,사파동
3811255,38112550,가음정동
3811256,38112560,성주동
3811257,38112570,웅남동
3811331,38113310,구산면
3811332,38113320,진동면
3811333,38113330,진북면
3811334,38113340,진전면
3811351,38113510,현동
3811352,38113520,가포동
3811353,38113530,월영동
3811354,38113540,문화동
3811366,38113660,반월중앙동
3811357,38113570,완월동
3811358,38113580,자산동
1118055,11180550,독산4동
3811367,38113670,오동동
3811368,38113680,교방동
3811368,38113680,교방동
3811364,38113640,합포동
3811365,38113650,산호동
3811411,38114110,내서읍
1118057,11180570,시흥1동
3811451,38114510,회원1동
3811452,38114520,회원2동
3811463,38114630,석전동
3811455,38114550,회성동
3811456,38114560,양덕1동
3811457,38114570,양덕2동
3811458,38114580,합성1동
3811459,38114590,합성2동
3811460,38114600,구암1동
3811461,38114610,구암2동
3811462,38114620,봉암동
3803011,38030110,문산읍
3803031,38030310,내동면
3803032,38030320,정촌면
3803033,38030330,금곡면
3803034,38030340,진성면
3803035,38030350,일반성면
1118058,11180580,시흥2동
3803036,38030360,이반성면
3803037,38030370,사봉면
3803038,38030380,지수면
3803039,38030390,대곡면
3803040,38030400,금산면
3803041,38030410,집현면
3803042,38030420,미천면
3803043,38030430,명석면
3803044,38030440,대평면
3803045,38030450,수곡면
1118059,11180590,시흥3동
3803072,38030720,천전동
3803073,38030730,성북동
3803075,38030750,상봉동
3803074,38030740,중앙동
1118060,11180600,시흥4동
3803077,38030770,상대동
3803078,38030780,하대동
3803065,38030650,상평동
3803066,38030660,초장동
3803067,38030670,평거동
3803068,38030680,신안동
3803069,38030690,이현동
3803070,38030700,판문동
1118061,11180610,시흥5동
3803071,38030710,가호동
3803076,38030760,충무공동
3811566,38115660,충무동
3811566,38115660,충무동
3811566,38115660,충무동
3811554,38115540,여좌동
3811555,38115550,태백동
3811556,38115560,경화동
3811557,38115570,병암동
3811558,38115580,석동
3811559,38115590,이동
3811560,38115600,자은동
3811561,38115610,덕산동
3811562,38115620,풍호동
3811563,38115630,웅천동
3811564,38115640,웅동1동
3811565,38115650,웅동2동
1102073,11020730,동화동
3805011,38050110,산양읍
3805031,38050310,용남면
3805032,38050320,도산면
3805033,38050330,광도면
3805034,38050340,욕지면
3805035,38050350,한산면
3805036,38050360,사량면
3805062,38050620,도천동
1119073,11190730,영등포본동
3805052,38050520,명정동
3805053,38050530,중앙동
3805054,38050540,정량동
3805055,38050550,북신동
3805056,38050560,무전동
3805063,38050630,미수동
3805064,38050640,봉평동
3806011,38060110,사천읍
3806031,38060310,정동면
3806032,38060320,사남면
3806033,38060330,용현면
3806034,38060340,축동면
3806035,38060350,곤양면
3806036,38060360,곤명면
3806037,38060370,서포면
3806051,38060510,동서동
1119074,11190740,영등포동
3806052,38060520,선구동
3806053,38060530,동서금동
3806055,38060550,벌룡동
3806057,38060570,향촌동
3806059,38060590,남양동
3807011,38070110,진영읍
3807061,38070610,장유1동
3807062,38070620,장유2동
3807063,38070630,장유3동
3807032,38070320,주촌면
3807033,38070330,진례면
3807034,38070340,한림면
3807035,38070350,생림면
3807036,38070360,상동면
3807037,38070370,대동면
3807051,38070510,동상동
3807052,38070520,회현동
3807053,38070530,부원동
1119054,11190540,여의동
3807054,38070540,내외동
3807055,38070550,북부동
3807056,38070560,칠산서부동
3807058,38070580,활천동
3807059,38070590,삼안동
3807060,38070600,불암동
3808011,38080110,삼랑진읍
3808012,38080120,하남읍
1119055,11190550,당산1동
3808031,38080310,부북면
3808032,38080320,상동면
3808033,38080330,산외면
3808034,38080340,산내면
3808035,38080350,단장면
3808036,38080360,상남면
3808037,38080370,초동면
3808038,38080380,무안면
3808039,38080390,청도면
3808051,38080510,내일동
1119056,11190560,당산2동
3808052,38080520,내이동
3808053,38080530,교동
3808054,38080540,삼문동
3808055,38080550,가곡동
3809057,38090570,장평동
3809058,38090580,고현동
3809059,38090590,상문동
3809060,38090600,수양동
1119075,11190750,도림동
3809031,38090310,일운면
3809032,38090320,동부면
3809033,38090330,남부면
3809034,38090340,거제면
3809035,38090350,둔덕면
3809036,38090360,사등면
3809037,38090370,연초면
3809038,38090380,하청면
3809039,38090390,장목면
3809061,38090610,장승포동
3809053,38090530,능포동
3809054,38090540,아주동
3809055,38090550,옥포1동
3809056,38090560,옥포2동
3810054,38100540,서창동
3810055,38100550,소주동
3810056,38100560,평산동
1119076,11190760,문래동
3810057,38100570,덕계동
3810012,38100120,물금읍
3810031,38100310,동면
3810032,38100320,원동면
3810033,38100330,상북면
3810034,38100340,하북면
3810058,38100580,중앙동
3810059,38100590,양주동
3810052,38100520,삼성동
3810053,38100530,강서동
3831011,38510110,의령읍
3831031,38510310,가례면
3831032,38510320,칠곡면
3831033,38510330,대의면
3831034,38510340,화정면
3831035,38510350,용덕면
3831036,38510360,정곡면
3831037,38510370,지정면
1119061,11190610,양평1동
3831038,38510380,낙서면
3831039,38510390,부림면
3831040,38510400,봉수면
3831041,38510410,궁류면
3831042,38510420,유곡면
3832011,38520110,가야읍
3832031,38520310,함안면
3832032,38520320,군북면
1119062,11190620,양평2동
3832033,38520330,법수면
3832034,38520340,대산면
3832035,38520350,칠서면
3832036,38520360,칠북면
3832012,38520120,칠원읍
3832038,38520380,산인면
3832039,38520390,여항면
3833011,38530110,창녕읍
1119063,11190630,신길1동
3833012,38530120,남지읍
3833031,38530310,고암면
3833032,38530320,성산면
3833033,38530330,대합면
3833034,38530340,이방면
3833035,38530350,유어면
3833036,38530360,대지면
3833037,38530370,계성면
3833038,38530380,영산면
3833039,38530390,장마면
1119065,11190650,신길3동
3833040,38530400,도천면
3833041,38530410,길곡면
3833042,38530420,부곡면
3834011,38540110,고성읍
3834031,38540310,삼산면
3834032,38540320,하일면
3834033,38540330,하이면
3834034,38540340,상리면
1119066,11190660,신길4동
3834035,38540350,대가면
3834036,38540360,영현면
3834037,38540370,영오면
3834038,38540380,개천면
3834039,38540390,구만면
3834040,38540400,회화면
3834041,38540410,마암면
3834042,38540420,동해면
3834043,38540430,거류면
1119067,11190670,신길5동
3835011,38550110,남해읍
3835031,38550310,이동면
3835032,38550320,상주면
3835033,38550330,삼동면
3835034,38550340,미조면
3835035,38550350,남면
3835036,38550360,서면
3835037,38550370,고현면
3835038,38550380,설천면
1119068,11190680,신길6동
3835039,38550390,창선면
3836011,38560110,하동읍
3836031,38560310,화개면
3836032,38560320,악양면
3836033,38560330,적량면
3836034,38560340,횡천면
3836035,38560350,고전면
3836036,38560360,금남면
1119069,11190690,신길7동
3836037,38560370,금성면
3836038,38560380,진교면
3836039,38560390,양보면
3836040,38560400,북천면
3836041,38560410,청암면
3836042,38560420,옥종면
3837011,38570110,산청읍
3837031,38570310,차황면
1119070,11190700,대림1동
3837032,38570320,오부면
3837033,38570330,생초면
3837034,38570340,금서면
3837035,38570350,삼장면
3837036,38570360,시천면
3837037,38570370,단성면
3837038,38570380,신안면
3837039,38570390,생비량면
3837040,38570400,신등면
1119071,11190710,대림2동
3838011,38580110,함양읍
3838031,38580310,마천면
3838032,38580320,휴천면
3838033,38580330,유림면
3838034,38580340,수동면
3838035,38580350,지곡면
3838036,38580360,안의면
3838037,38580370,서하면
3838038,38580380,서상면
1119072,11190720,대림3동
3838039,38580390,백전면
3838040,38580400,병곡면
3839011,38590110,거창읍
3839031,38590310,주상면
3839032,38590320,웅양면
3839033,38590330,고제면
3839034,38590340,북상면
3839035,38590350,위천면
3839036,38590360,마리면
3839037,38590370,남상면
3839038,38590380,남하면
3839039,38590390,신원면
3839040,38590400,가조면
3839041,38590410,가북면
3840011,38600110,합천읍
3840031,38600310,봉산면
3840032,38600320,묘산면
3840033,38600330,가야면
3840034,38600340,야로면
3840035,38600350,율곡면
3840036,38600360,초계면
3840037,38600370,쌍책면
3840038,38600380,덕곡면
3840039,38600390,청덕면
3840040,38600400,적중면
3840041,38600410,대양면
1120072,11200720,노량진1동
3840042,38600420,쌍백면
3840043,38600430,삼가면
3840044,38600440,가회면
3840045,38600450,대병면
3840046,38600460,용주면
3901051,39010510,일도1동
3901052,39010520,일도2동
3901053,39010530,이도1동
3901054,39010540,이도2동
3901055,39010550,삼도1동
3901056,39010560,삼도2동
3901057,39010570,용담1동
3901058,39010580,용담2동
3901059,39010590,건입동
3901060,39010600,화북동
3901061,39010610,삼양동
1120052,11200520,노량진2동
3901062,39010620,봉개동
3901063,39010630,아라동
3901064,39010640,오라동
3901065,39010650,연동
3901066,39010660,노형동
3901067,39010670,외도동
3901068,39010680,이호동
3901069,39010690,도두동
3901011,39010110,한림읍
1120053,11200530,상도1동
3901012,39010120,애월읍
3901013,39010130,구좌읍
3901014,39010140,조천읍
3901031,39010310,한경면
3901032,39010320,추자면
3901033,39010330,우도면
3902051,39020510,송산동
3902052,39020520,정방동
3902053,39020530,중앙동
3902054,39020540,천지동
3902055,39020550,효돈동
3902056,39020560,영천동
3902057,39020570,동홍동
3902058,39020580,서홍동
3902059,39020590,대륜동
3902060,39020600,대천동
3902061,39020610,중문동
3902062,39020620,예래동
1103051,11030510,후암동
1120054,11200540,상도2동
3902011,39020110,대정읍
3902012,39020120,남원읍
3902013,39020130,성산읍
3902031,39020310,안덕면
3902032,39020320,표선면
2304068,23040680,송도4동
2305076,23050760,서창2동
3115074,31150740,배곧1동
3101468,31014680,망포2동
1120055,11200550,상도3동
3124069,31240690,동탄7동
3107066,31070660,용이동
3123064,31230640,마산동
3124071,31240710,동탄8동
2308086,23080860,마전동
1117074,11170740,항동
3103071,31030710,송산3동
3119264,31192640,영덕2동
3119266,31192660,보라동
3119268,31192680,동백2동
1120056,11200560,상도4동
3119269,31192690,동백3동
3118067,31180670,감일동
2202077,22020770,안심4동
2202078,22020780,혁신동
2404082,24040820,신용동
2901068,29010680,다정동
2304069,23040690,송도5동
3125056,31250560,쌍령동
3125057,31250570,탄벌동
3125059,31250590,광남2동
1120071,11200710,흑석동
2308088,23080880,아라동
1125077,11250770,상일2동
3116064,31160640,송부동
3115075,31150750,배곧2동
2403072,24030720,효덕동
3119156,31191560,삼가동
3119361,31193610,죽전3동
3119363,31193630,상현3동
2901070,29010512,해밀동
3107062,31070680,동삭동
2901065,29010513,반곡동
2504051,25040690,학하동
2504065,25040700,상대동
3401259,34012630,불당2동
2207064,22070790,유천동
3106067,31060700,일직동
3110170,31101513,삼송2동
3110169,31101515,행신4동
3110352,31103512,중산2동
3110454,31104512,탄현2동
3110459,31104514,가좌동
2503070,25030512,도안동
3125011,31250512,오포2동
3125011,31250513,신현동
3125011,31250514,능평동
3120058,31200580,운정3동
3120055,31200550,교하동
3120055,31200550,교하동
2901067,29010511,새롬동
1120073,11200730,사당2동
2901069,29010690,도담동
3111052,31110520,갈현동
3124069,31240690,동탄7동
3115061,31150610,정왕2동
3126056,31260560,회천4동
2301066,23010660,영종1동
3114052,31140520,대원동
3114054,31140540,신장동
3105094,31050940,범안동
3103059,31030590,송산1동
2112056,21120560,녹산동
1120063,11200630,사당1동
1120065,11200650,사당3동
1103052,11030520,용산2가동
1120066,11200660,사당4동
1120067,11200670,사당5동
1120068,11200680,대방동
1120069,11200690,신대방1동
1120070,11200700,신대방2동
1121078,11210780,은천동
1121052,11210520,보라매동
1103053,11030530,남영동
1121079,11210790,성현동
1121054,11210540,청림동
1121080,11210800,청룡동
1121057,11210570,행운동
1121058,11210580,낙성대동
1121061,11210610,중앙동
1121062,11210620,인헌동
1121063,11210630,남현동
1103071,11030710,청파동
1121064,11210640,서원동
1121066,11210660,서림동
1121081,11210810,난곡동
1121068,11210680,신사동
1121069,11210690,신림동
1121082,11210820,삼성동
1121071,11210710,난향동
1121072,11210720,조원동
1121073,11210730,대학동
1121083,11210830,미성동
1122051,11220510,서초1동
1122052,11220520,서초2동
1122053,11220530,서초3동
1122054,11220540,서초4동
1103072,11030720,원효로1동
1122055,11220550,잠원동
1122056,11220560,반포본동
1122057,11220570,반포1동
1122058,11220580,반포2동
1122059,11220590,반포3동
1122060,11220600,반포4동
1122061,11220610,방배본동
1122062,11220620,방배1동
1122063,11220630,방배2동
1122064,11220640,방배3동
1122065,11220650,방배4동
1122066,11220660,양재1동
1122067,11220670,양재2동
1122068,11220680,내곡동
1123051,11230510,신사동
1123052,11230520,논현1동
1123053,11230530,논현2동
1123077,11230770,압구정동
1101072,11010720,청운효자동
1103057,11030570,원효로2동
1123078,11230780,청담동
1123058,11230580,삼성1동
1123059,11230590,삼성2동
1123060,11230600,대치1동
1123079,11230790,대치2동
1123063,11230630,대치4동
1123064,11230640,역삼1동
1103058,11030580,효창동
1123065,11230650,역삼2동
1123066,11230660,도곡1동
1123067,11230670,도곡2동
1123068,11230680,개포1동
1123080,11230800,개포2동
1123071,11230710,개포4동
1123072,11230720,일원본동
1123073,11230730,일원1동
1123074,11230740,일원2동
1103059,11030590,용문동
1123075,11230750,수서동
1123076,11230760,세곡동
1124051,11240510,풍납1동
1124052,11240520,풍납2동
1124053,11240530,거여1동
1124054,11240540,거여2동
1124055,11240550,마천1동
1124056,11240560,마천2동
1103073,11030730,한강로동
1124057,11240570,방이1동
1124058,11240580,방이2동
1124059,11240590,오륜동
1124060,11240600,오금동
1124061,11240610,송파1동
1124062,11240620,송파2동
1124063,11240630,석촌동
1124064,11240640,삼전동
1124065,11240650,가락본동
1124066,11240660,가락1동
1124067,11240670,가락2동
1124068,11240680,문정1동
1124069,11240690,문정2동
1124081,11240810,장지동
1124082,11240820,위례동
1124071,11240710,잠실본동
1124079,11240790,잠실2동
1124080,11240800,잠실3동
1103063,11030630,이촌1동
1124075,11240750,잠실4동
1124077,11240770,잠실6동
1124078,11240780,잠실7동
1125075,11250750,강일동
1125076,11250760,상일1동
1125053,11250530,명일1동
1125054,11250540,명일2동
1125055,11250550,고덕1동
1103064,11030640,이촌2동
1125056,11250560,고덕2동
1125072,11250720,암사1동
1125058,11250580,암사2동
1125059,11250590,암사3동
1125061,11250610,천호1동
1125073,11250730,천호2동
1125063,11250630,천호3동
1125065,11250650,성내1동
1103065,11030650,이태원1동
1125066,11250660,성내2동
1125067,11250670,성내3동
1125074,11250740,길동
1125070,11250700,둔촌1동
1125071,11250710,둔촌2동
1103066,11030660,이태원2동
2101051,21010510,중앙동
2101052,21010520,동광동
2101053,21010530,대청동
2101054,21010540,보수동
2101056,21010560,부평동
2101057,21010570,광복동
2101058,21010580,남포동
2101059,21010590,영주1동
2101060,21010600,영주2동
1103074,11030740,한남동
2102051,21020510,동대신1동
2102052,21020520,동대신2동
2102053,21020530,동대신3동
2102054,21020540,서대신1동
2102056,21020560,서대신3동
2102057,21020570,서대신4동
2102059,21020590,부민동
2102061,21020610,아미동
2102063,21020630,초장동
2102064,21020640,충무동
2102065,21020650,남부민1동
2102069,21020690,남부민2동
2102068,21020680,암남동
2103051,21030510,초량1동
2103052,21030520,초량2동
1103069,11030690,서빙고동
2103053,21030530,초량3동
2103055,21030550,초량6동
2103056,21030560,수정1동
2103057,21030570,수정2동
2103059,21030590,수정4동
2103060,21030600,수정5동
2103070,21030700,좌천동
1103070,11030700,보광동
2103071,21030710,범일1동
2103066,21030660,범일2동
2103068,21030680,범일5동
2104053,21040530,남항동
2104054,21040540,영선1동
2104055,21040550,영선2동
2104068,21040680,신선동
2104059,21040590,봉래1동
2104069,21040690,봉래2동
2104063,21040630,청학1동
2104064,21040640,청학2동
2104065,21040650,동삼1동
2104066,21040660,동삼2동
2104067,21040670,동삼3동
2105082,21050820,부전1동
2105052,21050520,부전2동
2105054,21050540,연지동
2105055,21050550,초읍동
2105056,21050560,양정1동
2105057,21050570,양정2동
1104071,11040710,왕십리도선동
2105083,21050830,전포1동
2105061,21050610,전포2동
2105064,21050640,부암1동
2105066,21050660,부암3동
2105080,21050800,당감1동
2105068,21050680,당감2동
2105070,21050700,당감4동
2105081,21050810,가야1동
2105072,21050720,가야2동
2105074,21050740,개금1동
2105075,21050750,개금2동
2105076,21050760,개금3동
2105077,21050770,범천1동
2105084,21050840,범천2동
1104052,11040520,왕십리2동
2106051,21060510,수민동
2106052,21060520,복산동
2106065,21060650,명륜동
2106055,21060550,온천1동
2106056,21060560,온천2동
2106057,21060570,온천3동
2106058,21060580,사직1동
2106059,21060590,사직2동
2106060,21060600,사직3동
1104054,11040540,마장동
2106061,21060610,안락1동
2106062,21060620,안락2동
2106063,21060630,명장1동
2106064,21060640,명장2동
2107070,21070700,대연1동
2107053,21070530,대연3동
2107054,21070540,대연4동
1104055,11040550,사근동
2107055,21070550,대연5동
2107056,21070560,대연6동
2107057,21070570,용호1동
2107058,21070580,용호2동
2107059,21070590,용호3동
2107060,21070600,용호4동
2107061,21070610,용당동
2107062,21070620,감만1동
2107063,21070630,감만2동
2107071,21070710,우암동
1101053,11010530,사직동
1104056,11040560,행당1동
