sourceCode,targetCode,mappingType,ratio,description
33044540,33044540,UNCHANGED,1.0,
33044550,33044550,UNCHANGED,1.0,
33044110,33044110,UNCHANGED,1.0,
33044120,33044120,UNCHANGED,1.0,
11110730,11110730,UNCHANGED,1.0,
33044310,33044310,UNCHANGED,1.0,
33020110,33020110,UNCHANGED,1.0,
33020310,33020310,UNCHANGED,1.0,
33020320,33020320,UNCHANGED,1.0,
33020340,33020340,UNCHANGED,1.0,
33020350,33020350,UNCHANGED,1.0,
33020360,33020360,UNCHANGED,1.0,
33020440,33020440,UNCHANGED,1.0,
11110740,11110740,UNCHANGED,1.0,
33020380,33020380,UNCHANGED,1.0,
33020390,33020390,UNCHANGED,1.0,
33020400,33020400,UNCHANGED,1.0,
33020410,33020410,UNCHANGED,1.0,
33020420,33020420,UNCHANGED,1.0,
33020430,33020430,UNCHANGED,1.0,
33020510,33020510,UNCHANGED,1.0,
33020530,33020530,UNCHANGED,1.0,
33020540,33020540,UNCHANGED,1.0,
33020550,33020550,UNCHANGED,1.0,
33020560,33020560,UNCHANGED,1.0,
33020570,33020570,UNCHANGED,1.0,
33020580,33020580,UNCHANGED,1.0,
33020600,33020600,UNCHANGED,1.0,
33020610,33020610,UNCHANGED,1.0,
33020620,33020620,UNCHANGED,1.0,
33020630,33020630,UNCHANGED,1.0,
33020640,33020640,UNCHANGED,1.0,
33030110,33030110,UNCHANGED,1.0,
33030310,33030310,UNCHANGED,1.0,
33030320,33030320,UNCHANGED,1.0,
33030330,33030330,UNCHANGED,1.0,
33030340,33030340,UNCHANGED,1.0,
33030350,33030350,UNCHANGED,1.0,
33030360,33030360,UNCHANGED,1.0,
33030370,33030370,UNCHANGED,1.0,
33030510,33030510,UNCHANGED,1.0,
33030730,33030730,UNCHANGED,1.0,
11120510,11120510,UNCHANGED,1.0,
33030740,33030740,UNCHANGED,1.0,
33030700,33030700,UNCHANGED,1.0,
33030720,33030720,UNCHANGED,1.0,
33030710,33030710,UNCHANGED,1.0,
33030560,33030560,UNCHANGED,1.0,
33030590,33030590,UNCHANGED,1.0,
33030600,33030600,UNCHANGED,1.0,
11120520,11120520,UNCHANGED,1.0,
11120720,11120720,UNCHANGED,1.0,
33520110,33520110,UNCHANGED,1.0,
33520310,33520310,UNCHANGED,1.0,
33520320,33520320,UNCHANGED,1.0,
33520330,33520330,UNCHANGED,1.0,
33520340,33520340,UNCHANGED,1.0,
33520350,33520350,UNCHANGED,1.0,
33520360,33520360,UNCHANGED,1.0,
33520370,33520370,UNCHANGED,1.0,
33520380,33520380,UNCHANGED,1.0,
33520390,33520390,UNCHANGED,1.0,
33520400,33520400,UNCHANGED,1.0,
11120550,11120550,UNCHANGED,1.0,
33530110,33530110,UNCHANGED,1.0,
33530310,33530310,UNCHANGED,1.0,
33530320,33530320,UNCHANGED,1.0,
33530330,33530330,UNCHANGED,1.0,
33530340,33530340,UNCHANGED,1.0,
33530350,33530350,UNCHANGED,1.0,
33530360,33530360,UNCHANGED,1.0,
33530370,33530370,UNCHANGED,1.0,
33530380,33530380,UNCHANGED,1.0,
11120560,11120560,UNCHANGED,1.0,
33540110,33540110,UNCHANGED,1.0,
33540310,33540310,UNCHANGED,1.0,
33540320,33540320,UNCHANGED,1.0,
33540330,33540330,UNCHANGED,1.0,
33540340,33540340,UNCHANGED,1.0,
33540350,33540350,UNCHANGED,1.0,
33540360,33540360,UNCHANGED,1.0,
33540370,33540370,UNCHANGED,1.0,
33540380,33540380,UNCHANGED,1.0,
11120570,11120570,UNCHANGED,1.0,
33540390,33540390,UNCHANGED,1.0,
33540400,33540400,UNCHANGED,1.0,
33550110,33550110,UNCHANGED,1.0,
33550120,33550120,UNCHANGED,1.0,
33550320,33550320,UNCHANGED,1.0,
33550330,33550330,UNCHANGED,1.0,
33550340,33550340,UNCHANGED,1.0,
33550350,33550350,UNCHANGED,1.0,
11120580,11120580,UNCHANGED,1.0,
33550360,33550360,UNCHANGED,1.0,
33560110,33560110,UNCHANGED,1.0,
33560310,33560310,UNCHANGED,1.0,
33560320,33560320,UNCHANGED,1.0,
33560330,33560330,UNCHANGED,1.0,
33560340,33560340,UNCHANGED,1.0,
33560350,33560350,UNCHANGED,1.0,
33560360,33560360,UNCHANGED,1.0,
11120590,11120590,UNCHANGED,1.0,
33560370,33560370,UNCHANGED,1.0,
33560380,33560380,UNCHANGED,1.0,
33560390,33560390,UNCHANGED,1.0,
33560400,33560400,UNCHANGED,1.0,
33570110,33570110,UNCHANGED,1.0,
33570120,33570120,UNCHANGED,1.0,
33570310,33570310,UNCHANGED,1.0,
33570320,33570320,UNCHANGED,1.0,
11120600,11120600,UNCHANGED,1.0,
33570330,33570330,UNCHANGED,1.0,
33570340,33570340,UNCHANGED,1.0,
33570350,33570350,UNCHANGED,1.0,
33570360,33570360,UNCHANGED,1.0,
33570370,33570370,UNCHANGED,1.0,
33580110,33580110,UNCHANGED,1.0,
33580120,33580120,UNCHANGED,1.0,
33580310,33580310,UNCHANGED,1.0,
11120730,11120730,UNCHANGED,1.0,
33580320,33580320,UNCHANGED,1.0,
33580330,33580330,UNCHANGED,1.0,
33580340,33580340,UNCHANGED,1.0,
33580350,33580350,UNCHANGED,1.0,
33580360,33580360,UNCHANGED,1.0,
33590140,33590140,UNCHANGED,1.0,
33590310,33590310,UNCHANGED,1.0,
11020520,11020520,UNCHANGED,1.0,
34011110,34011110,UNCHANGED,1.0,
34011310,34011310,UNCHANGED,1.0,
34011320,34011320,UNCHANGED,1.0,
34011330,34011330,UNCHANGED,1.0,
34011340,34011340,UNCHANGED,1.0,
11120740,11120740,UNCHANGED,1.0,
34011350,34011350,UNCHANGED,1.0,
34011360,34011360,UNCHANGED,1.0,
34011370,34011370,UNCHANGED,1.0,
34011510,34011510,UNCHANGED,1.0,
34011520,34011520,UNCHANGED,1.0,
34011530,34011530,UNCHANGED,1.0,
34011540,34011540,UNCHANGED,1.0,
34011550,34011550,UNCHANGED,1.0,
34011560,34011560,UNCHANGED,1.0,
34011570,34011570,UNCHANGED,1.0,
34011580,34011580,UNCHANGED,1.0,
34011590,34011590,UNCHANGED,1.0,
34012110,34012110,UNCHANGED,1.0,
34012120,34012120,UNCHANGED,1.0,
34012130,34012130,UNCHANGED,1.0,
34012310,34012310,UNCHANGED,1.0,
34012510,34012510,UNCHANGED,1.0,
11120650,11120650,UNCHANGED,1.0,
34012520,34012520,UNCHANGED,1.0,
34012530,34012530,UNCHANGED,1.0,
34012540,34012540,UNCHANGED,1.0,
34012550,34012550,UNCHANGED,1.0,
34012580,34012580,UNCHANGED,1.0,
34012620,34012620,UNCHANGED,1.0,
34012600,34012600,UNCHANGED,1.0,
34012610,34012610,UNCHANGED,1.0,
11120660,11120660,UNCHANGED,1.0,
34020110,34020110,UNCHANGED,1.0,
34020310,34020310,UNCHANGED,1.0,
34020320,34020320,UNCHANGED,1.0,
34020330,34020330,UNCHANGED,1.0,
34020340,34020340,UNCHANGED,1.0,
34020360,34020360,UNCHANGED,1.0,
34020370,34020370,UNCHANGED,1.0,
34020380,34020380,UNCHANGED,1.0,
34020390,34020390,UNCHANGED,1.0,
11120670,11120670,UNCHANGED,1.0,
34020400,34020400,UNCHANGED,1.0,
34020510,34020510,UNCHANGED,1.0,
34020580,34020580,UNCHANGED,1.0,
34020590,34020590,UNCHANGED,1.0,
34020550,34020550,UNCHANGED,1.0,
34020560,34020560,UNCHANGED,1.0,
34020570,34020570,UNCHANGED,1.0,
11120680,11120680,UNCHANGED,1.0,
34030110,34030110,UNCHANGED,1.0,
34030310,34030310,UNCHANGED,1.0,
34030320,34030320,UNCHANGED,1.0,
34030330,34030330,UNCHANGED,1.0,
34030340,34030340,UNCHANGED,1.0,
34030350,34030350,UNCHANGED,1.0,
34030360,34030360,UNCHANGED,1.0,
34030370,34030370,UNCHANGED,1.0,
34030380,34030380,UNCHANGED,1.0,
34030390,34030390,UNCHANGED,1.0,
11120710,11120710,UNCHANGED,1.0,
34030400,34030400,UNCHANGED,1.0,
34030510,34030510,UNCHANGED,1.0,
34030520,34030520,UNCHANGED,1.0,
34030530,34030530,UNCHANGED,1.0,
34030540,34030540,UNCHANGED,1.0,
34030560,34030560,UNCHANGED,1.0,
34040110,34040110,UNCHANGED,1.0,
34040310,34040310,UNCHANGED,1.0,
34040120,34040120,UNCHANGED,1.0,
34040330,34040330,UNCHANGED,1.0,
34040340,34040340,UNCHANGED,1.0,
34040350,34040350,UNCHANGED,1.0,
34040360,34040360,UNCHANGED,1.0,
34040370,34040370,UNCHANGED,1.0,
34040380,34040380,UNCHANGED,1.0,
34040390,34040390,UNCHANGED,1.0,
34040400,34040400,UNCHANGED,1.0,
34040510,34040510,UNCHANGED,1.0,
34040520,34040520,UNCHANGED,1.0,
34040530,34040530,UNCHANGED,1.0,
34040540,34040540,UNCHANGED,1.0,
34040550,34040550,UNCHANGED,1.0,
34040560,34040560,UNCHANGED,1.0,
34050110,34050110,UNCHANGED,1.0,
34050310,34050310,UNCHANGED,1.0,
34050320,34050320,UNCHANGED,1.0,
11020540,11020540,UNCHANGED,1.0,
34050330,34050330,UNCHANGED,1.0,
34050340,34050340,UNCHANGED,1.0,
34050350,34050350,UNCHANGED,1.0,
34050360,34050360,UNCHANGED,1.0,
34050370,34050370,UNCHANGED,1.0,
34050380,34050380,UNCHANGED,1.0,
34050390,34050390,UNCHANGED,1.0,
34050510,34050510,UNCHANGED,1.0,
34050520,34050520,UNCHANGED,1.0,
34050530,34050530,UNCHANGED,1.0,
11130730,11130730,UNCHANGED,1.0,
34050540,34050540,UNCHANGED,1.0,
34050550,34050550,UNCHANGED,1.0,
34060110,34060110,UNCHANGED,1.0,
34060120,34060120,UNCHANGED,1.0,
34060310,34060310,UNCHANGED,1.0,
34060320,34060320,UNCHANGED,1.0,
34060330,34060330,UNCHANGED,1.0,
34060340,34060340,UNCHANGED,1.0,
34060350,34060350,UNCHANGED,1.0,
34060360,34060360,UNCHANGED,1.0,
34060370,34060370,UNCHANGED,1.0,
34060380,34060380,UNCHANGED,1.0,
34060390,34060390,UNCHANGED,1.0,
34060400,34060400,UNCHANGED,1.0,
34060410,34060410,UNCHANGED,1.0,
34060510,34060510,UNCHANGED,1.0,
34060520,34060520,UNCHANGED,1.0,
11130520,11130520,UNCHANGED,1.0,
34070310,34070310,UNCHANGED,1.0,
34070330,34070330,UNCHANGED,1.0,
34070510,34070510,UNCHANGED,1.0,
34070340,34070340,UNCHANGED,1.0,
34510110,34510110,UNCHANGED,1.0,
34510310,34510310,UNCHANGED,1.0,
34510320,34510320,UNCHANGED,1.0,
11130740,11130740,UNCHANGED,1.0,
34510330,34510330,UNCHANGED,1.0,
34510340,34510340,UNCHANGED,1.0,
34510350,34510350,UNCHANGED,1.0,
34510360,34510360,UNCHANGED,1.0,
34510370,34510370,UNCHANGED,1.0,
34510380,34510380,UNCHANGED,1.0,
34510390,34510390,UNCHANGED,1.0,
34530110,34530110,UNCHANGED,1.0,
11130750,11130750,UNCHANGED,1.0,
34530310,34530310,UNCHANGED,1.0,
34530320,34530320,UNCHANGED,1.0,
34530330,34530330,UNCHANGED,1.0,
34530340,34530340,UNCHANGED,1.0,
34530350,34530350,UNCHANGED,1.0,
34530360,34530360,UNCHANGED,1.0,
34530370,34530370,UNCHANGED,1.0,
34530380,34530380,UNCHANGED,1.0,
34530390,34530390,UNCHANGED,1.0,
34530400,34530400,UNCHANGED,1.0,
34530410,34530410,UNCHANGED,1.0,
34530420,34530420,UNCHANGED,1.0,
34530430,34530430,UNCHANGED,1.0,
34530440,34530440,UNCHANGED,1.0,
34530450,34530450,UNCHANGED,1.0,
34540110,34540110,UNCHANGED,1.0,
34540120,34540120,UNCHANGED,1.0,
34540310,34540310,UNCHANGED,1.0,
11130760,11130760,UNCHANGED,1.0,
34540320,34540320,UNCHANGED,1.0,
34540330,34540330,UNCHANGED,1.0,
34540340,34540340,UNCHANGED,1.0,
34540350,34540350,UNCHANGED,1.0,
34540360,34540360,UNCHANGED,1.0,
34540370,34540370,UNCHANGED,1.0,
34540380,34540380,UNCHANGED,1.0,
34540390,34540390,UNCHANGED,1.0,
34540400,34540400,UNCHANGED,1.0,
34540410,34540410,UNCHANGED,1.0,
34550110,34550110,UNCHANGED,1.0,
34550310,34550310,UNCHANGED,1.0,
34550320,34550320,UNCHANGED,1.0,
34550330,34550330,UNCHANGED,1.0,
34550340,34550340,UNCHANGED,1.0,
34550350,34550350,UNCHANGED,1.0,
34550360,34550360,UNCHANGED,1.0,
34550370,34550370,UNCHANGED,1.0,
11020550,11020550,UNCHANGED,1.0,
34550380,34550380,UNCHANGED,1.0,
34550390,34550390,UNCHANGED,1.0,
34560110,34560110,UNCHANGED,1.0,
34560120,34560120,UNCHANGED,1.0,
34560130,34560130,UNCHANGED,1.0,
34560320,34560320,UNCHANGED,1.0,
34560330,34560330,UNCHANGED,1.0,
34560340,34560340,UNCHANGED,1.0,
11130620,11130620,UNCHANGED,1.0,
34560350,34560350,UNCHANGED,1.0,
34560360,34560360,UNCHANGED,1.0,
34560370,34560370,UNCHANGED,1.0,
34560380,34560380,UNCHANGED,1.0,
34560390,34560390,UNCHANGED,1.0,
34570110,34570110,UNCHANGED,1.0,
34570120,34570120,UNCHANGED,1.0,
34570310,34570310,UNCHANGED,1.0,
34570320,34570320,UNCHANGED,1.0,
34570330,34570330,UNCHANGED,1.0,
34570340,34570340,UNCHANGED,1.0,
34570350,34570350,UNCHANGED,1.0,
34570360,34570360,UNCHANGED,1.0,
34570370,34570370,UNCHANGED,1.0,
34570380,34570380,UNCHANGED,1.0,
34570390,34570390,UNCHANGED,1.0,
34570400,34570400,UNCHANGED,1.0,
11130640,11130640,UNCHANGED,1.0,
34580110,34580110,UNCHANGED,1.0,
34580120,34580120,UNCHANGED,1.0,
34580310,34580310,UNCHANGED,1.0,
34580320,34580320,UNCHANGED,1.0,
34580330,34580330,UNCHANGED,1.0,
34580340,34580340,UNCHANGED,1.0,
34580350,34580350,UNCHANGED,1.0,
34580360,34580360,UNCHANGED,1.0,
11130650,11130650,UNCHANGED,1.0,
34080510,34080510,UNCHANGED,1.0,
34080520,34080520,UNCHANGED,1.0,
34080530,34080530,UNCHANGED,1.0,
34080110,34080110,UNCHANGED,1.0,
34080120,34080120,UNCHANGED,1.0,
34080310,34080310,UNCHANGED,1.0,
34080320,34080320,UNCHANGED,1.0,
34080330,34080330,UNCHANGED,1.0,
34080340,34080340,UNCHANGED,1.0,
11130660,11130660,UNCHANGED,1.0,
34080350,34080350,UNCHANGED,1.0,
34080360,34080360,UNCHANGED,1.0,
34080370,34080370,UNCHANGED,1.0,
34080380,34080380,UNCHANGED,1.0,
34080390,34080390,UNCHANGED,1.0,
35011740,35011740,UNCHANGED,1.0,
35011750,35011750,UNCHANGED,1.0,
35011760,35011760,UNCHANGED,1.0,
35011770,35011770,UNCHANGED,1.0,
11130680,11130680,UNCHANGED,1.0,
35011600,35011600,UNCHANGED,1.0,
35011610,35011610,UNCHANGED,1.0,
35011620,35011620,UNCHANGED,1.0,
35011630,35011630,UNCHANGED,1.0,
35011640,35011640,UNCHANGED,1.0,
35011650,35011650,UNCHANGED,1.0,
35011660,35011660,UNCHANGED,1.0,
35011670,35011670,UNCHANGED,1.0,
35011680,35011680,UNCHANGED,1.0,
35011690,35011690,UNCHANGED,1.0,
11130690,11130690,UNCHANGED,1.0,
35011700,35011700,UNCHANGED,1.0,
35011710,35011710,UNCHANGED,1.0,
35011720,35011720,UNCHANGED,1.0,
35011780,35011780,UNCHANGED,1.0,
35011790,35011790,UNCHANGED,1.0,
35012690,35012690,UNCHANGED,1.0,
35012540,35012540,UNCHANGED,1.0,
11130700,11130700,UNCHANGED,1.0,
35012550,35012550,UNCHANGED,1.0,
35012560,35012560,UNCHANGED,1.0,
35012570,35012570,UNCHANGED,1.0,
35012580,35012580,UNCHANGED,1.0,
35012590,35012590,UNCHANGED,1.0,
35012600,35012600,UNCHANGED,1.0,
35012610,35012610,UNCHANGED,1.0,
35012620,35012620,UNCHANGED,1.0,
35012630,35012630,UNCHANGED,1.0,
35012650,35012650,UNCHANGED,1.0,
11020570,11020570,UNCHANGED,1.0,
11130710,11130710,UNCHANGED,1.0,
35012660,35012660,UNCHANGED,1.0,
35012670,35012670,UNCHANGED,1.0,
35012710,35012710,UNCHANGED,1.0,
35012700,35012700,UNCHANGED,1.0,
35020110,35020110,UNCHANGED,1.0,
35020310,35020310,UNCHANGED,1.0,
35020320,35020320,UNCHANGED,1.0,
35020330,35020330,UNCHANGED,1.0,
11130720,11130720,UNCHANGED,1.0,
35020340,35020340,UNCHANGED,1.0,
35020350,35020350,UNCHANGED,1.0,
35020360,35020360,UNCHANGED,1.0,
35020370,35020370,UNCHANGED,1.0,
35020380,35020380,UNCHANGED,1.0,
35020390,35020390,UNCHANGED,1.0,
35020400,35020400,UNCHANGED,1.0,
35020510,35020510,UNCHANGED,1.0,
35020530,35020530,UNCHANGED,1.0,
35020560,35020560,UNCHANGED,1.0,
35020550,35020550,UNCHANGED,1.0,
35020600,35020600,UNCHANGED,1.0,
35020640,35020640,UNCHANGED,1.0,
35020650,35020650,UNCHANGED,1.0,
35020660,35020660,UNCHANGED,1.0,
35020670,35020670,UNCHANGED,1.0,
35020680,35020680,UNCHANGED,1.0,
35020690,35020690,UNCHANGED,1.0,
35020700,35020700,UNCHANGED,1.0,
35020710,35020710,UNCHANGED,1.0,
35020740,35020740,UNCHANGED,1.0,
35020720,35020720,UNCHANGED,1.0,
35020730,35020730,UNCHANGED,1.0,
35030110,35030110,UNCHANGED,1.0,
35030310,35030310,UNCHANGED,1.0,
11140770,11140770,UNCHANGED,1.0,
35030320,35030320,UNCHANGED,1.0,
35030330,35030330,UNCHANGED,1.0,
35030340,35030340,UNCHANGED,1.0,
35030350,35030350,UNCHANGED,1.0,
35030360,35030360,UNCHANGED,1.0,
35030370,35030370,UNCHANGED,1.0,
35030380,35030380,UNCHANGED,1.0,
35030390,35030390,UNCHANGED,1.0,
35030400,35030400,UNCHANGED,1.0,
35030410,35030410,UNCHANGED,1.0,
35030420,35030420,UNCHANGED,1.0,
35030430,35030430,UNCHANGED,1.0,
35030440,35030440,UNCHANGED,1.0,
35030510,35030510,UNCHANGED,1.0,
35030530,35030530,UNCHANGED,1.0,
35030550,35030550,UNCHANGED,1.0,
35030570,35030570,UNCHANGED,1.0,
35030580,35030580,UNCHANGED,1.0,
35030590,35030590,UNCHANGED,1.0,
35030610,35030610,UNCHANGED,1.0,
35030620,35030620,UNCHANGED,1.0,
35030650,35030650,UNCHANGED,1.0,
35030660,35030660,UNCHANGED,1.0,
35030690,35030690,UNCHANGED,1.0,
35030700,35030700,UNCHANGED,1.0,
35030710,35030710,UNCHANGED,1.0,
35030720,35030720,UNCHANGED,1.0,
35040110,35040110,UNCHANGED,1.0,
11140780,11140780,UNCHANGED,1.0,
35040310,35040310,UNCHANGED,1.0,
35040320,35040320,UNCHANGED,1.0,
35040330,35040330,UNCHANGED,1.0,
35040340,35040340,UNCHANGED,1.0,
35040350,35040350,UNCHANGED,1.0,
35040360,35040360,UNCHANGED,1.0,
35040370,35040370,UNCHANGED,1.0,
35040380,35040380,UNCHANGED,1.0,
35040390,35040390,UNCHANGED,1.0,
35040400,35040400,UNCHANGED,1.0,
35040410,35040410,UNCHANGED,1.0,
35040420,35040420,UNCHANGED,1.0,
35040430,35040430,UNCHANGED,1.0,
35040440,35040440,UNCHANGED,1.0,
35040510,35040510,UNCHANGED,1.0,
35040520,35040520,UNCHANGED,1.0,
35040530,35040530,UNCHANGED,1.0,
35040540,35040540,UNCHANGED,1.0,
35040600,35040600,UNCHANGED,1.0,
35040570,35040570,UNCHANGED,1.0,
35040580,35040580,UNCHANGED,1.0,
35040590,35040590,UNCHANGED,1.0,
35050110,35050110,UNCHANGED,1.0,
35050310,35050310,UNCHANGED,1.0,
35050320,35050320,UNCHANGED,1.0,
35050330,35050330,UNCHANGED,1.0,
35050340,35050340,UNCHANGED,1.0,
35050350,35050350,UNCHANGED,1.0,
11020580,11020580,UNCHANGED,1.0,
11140750,11140750,UNCHANGED,1.0,
35050360,35050360,UNCHANGED,1.0,
35050370,35050370,UNCHANGED,1.0,
35050380,35050380,UNCHANGED,1.0,
35050390,35050390,UNCHANGED,1.0,
35050400,35050400,UNCHANGED,1.0,
35050410,35050410,UNCHANGED,1.0,
35050420,35050420,UNCHANGED,1.0,
35050430,35050430,UNCHANGED,1.0,
35050440,35050440,UNCHANGED,1.0,
35050450,35050450,UNCHANGED,1.0,
35050510,35050510,UNCHANGED,1.0,
35050520,35050520,UNCHANGED,1.0,
35050540,35050540,UNCHANGED,1.0,
35050550,35050550,UNCHANGED,1.0,
35050560,35050560,UNCHANGED,1.0,
35050570,35050570,UNCHANGED,1.0,
35050590,35050590,UNCHANGED,1.0,
35060110,35060110,UNCHANGED,1.0,
11140590,11140590,UNCHANGED,1.0,
35060310,35060310,UNCHANGED,1.0,
35060320,35060320,UNCHANGED,1.0,
35060330,35060330,UNCHANGED,1.0,
35060340,35060340,UNCHANGED,1.0,
35060350,35060350,UNCHANGED,1.0,
35060360,35060360,UNCHANGED,1.0,
35060370,35060370,UNCHANGED,1.0,
35060380,35060380,UNCHANGED,1.0,
35060390,35060390,UNCHANGED,1.0,
35060400,35060400,UNCHANGED,1.0,
11140600,11140600,UNCHANGED,1.0,
35060410,35060410,UNCHANGED,1.0,
35060420,35060420,UNCHANGED,1.0,
35060430,35060430,UNCHANGED,1.0,
35060440,35060440,UNCHANGED,1.0,
35060510,35060510,UNCHANGED,1.0,
35060520,35060520,UNCHANGED,1.0,
35060540,35060540,UNCHANGED,1.0,
35060580,35060580,UNCHANGED,1.0,
35510110,35510110,UNCHANGED,1.0,
35510120,35510120,UNCHANGED,1.0,
35510130,35510130,UNCHANGED,1.0,
35510320,35510320,UNCHANGED,1.0,
35510330,35510330,UNCHANGED,1.0,
35510340,35510340,UNCHANGED,1.0,
35510350,35510350,UNCHANGED,1.0,
35510360,35510360,UNCHANGED,1.0,
35510370,35510370,UNCHANGED,1.0,
35510380,35510380,UNCHANGED,1.0,
11140610,11140610,UNCHANGED,1.0,
35510390,35510390,UNCHANGED,1.0,
35510400,35510400,UNCHANGED,1.0,
35510410,35510410,UNCHANGED,1.0,
35520110,35520110,UNCHANGED,1.0,
35520310,35520310,UNCHANGED,1.0,
35520320,35520320,UNCHANGED,1.0,
35520330,35520330,UNCHANGED,1.0,
35520340,35520340,UNCHANGED,1.0,
11140630,11140630,UNCHANGED,1.0,
35520350,35520350,UNCHANGED,1.0,
35520360,35520360,UNCHANGED,1.0,
35520370,35520370,UNCHANGED,1.0,
35520380,35520380,UNCHANGED,1.0,
35520390,35520390,UNCHANGED,1.0,
35520400,35520400,UNCHANGED,1.0,
35530110,35530110,UNCHANGED,1.0,
35530310,35530310,UNCHANGED,1.0,
11140760,11140760,UNCHANGED,1.0,
35530320,35530320,UNCHANGED,1.0,
35530330,35530330,UNCHANGED,1.0,
35530340,35530340,UNCHANGED,1.0,
35530350,35530350,UNCHANGED,1.0,
35540110,35540110,UNCHANGED,1.0,
35540310,35540310,UNCHANGED,1.0,
35540320,35540320,UNCHANGED,1.0,
35540330,35540330,UNCHANGED,1.0,
35540340,35540340,UNCHANGED,1.0,
35540350,35540350,UNCHANGED,1.0,
35540360,35540360,UNCHANGED,1.0,
35550110,35550110,UNCHANGED,1.0,
35550310,35550310,UNCHANGED,1.0,
35550320,35550320,UNCHANGED,1.0,
35550330,35550330,UNCHANGED,1.0,
35550340,35550340,UNCHANGED,1.0,
11140660,11140660,UNCHANGED,1.0,
35550350,35550350,UNCHANGED,1.0,
35550360,35550360,UNCHANGED,1.0,
35550370,35550370,UNCHANGED,1.0,
35550380,35550380,UNCHANGED,1.0,
35550390,35550390,UNCHANGED,1.0,
35550400,35550400,UNCHANGED,1.0,
35550410,35550410,UNCHANGED,1.0,
35560110,35560110,UNCHANGED,1.0,
11020590,11020590,UNCHANGED,1.0,
35560310,35560310,UNCHANGED,1.0,
35560320,35560320,UNCHANGED,1.0,
35560330,35560330,UNCHANGED,1.0,
35560340,35560340,UNCHANGED,1.0,
35560350,35560350,UNCHANGED,1.0,
35560360,35560360,UNCHANGED,1.0,
35560370,35560370,UNCHANGED,1.0,
35560380,35560380,UNCHANGED,1.0,
35560390,35560390,UNCHANGED,1.0,
35560400,35560400,UNCHANGED,1.0,
11140680,11140680,UNCHANGED,1.0,
35570110,35570110,UNCHANGED,1.0,
35570310,35570310,UNCHANGED,1.0,
35570320,35570320,UNCHANGED,1.0,
35570330,35570330,UNCHANGED,1.0,
35570340,35570340,UNCHANGED,1.0,
35570350,35570350,UNCHANGED,1.0,
35570360,35570360,UNCHANGED,1.0,
35570370,35570370,UNCHANGED,1.0,
11140690,11140690,UNCHANGED,1.0,
35570380,35570380,UNCHANGED,1.0,
35570390,35570390,UNCHANGED,1.0,
35570400,35570400,UNCHANGED,1.0,
35570410,35570410,UNCHANGED,1.0,
35570420,35570420,UNCHANGED,1.0,
35570430,35570430,UNCHANGED,1.0,
35580110,35580110,UNCHANGED,1.0,
35580310,35580310,UNCHANGED,1.0,
11140700,11140700,UNCHANGED,1.0,
35580320,35580320,UNCHANGED,1.0,
35580330,35580330,UNCHANGED,1.0,
35580340,35580340,UNCHANGED,1.0,
35580350,35580350,UNCHANGED,1.0,
35580360,35580360,UNCHANGED,1.0,
35580370,35580370,UNCHANGED,1.0,
35580380,35580380,UNCHANGED,1.0,
35580390,35580390,UNCHANGED,1.0,
35580400,35580400,UNCHANGED,1.0,
35580410,35580410,UNCHANGED,1.0,
11140710,11140710,UNCHANGED,1.0,
35580420,35580420,UNCHANGED,1.0,
36010510,36010510,UNCHANGED,1.0,
36010520,36010520,UNCHANGED,1.0,
36010530,36010530,UNCHANGED,1.0,
36010550,36010550,UNCHANGED,1.0,
11140720,11140720,UNCHANGED,1.0,
36010560,36010560,UNCHANGED,1.0,
36010570,36010570,UNCHANGED,1.0,
36010580,36010580,UNCHANGED,1.0,
36010600,36010600,UNCHANGED,1.0,
36010620,36010620,UNCHANGED,1.0,
36010630,36010630,UNCHANGED,1.0,
36010640,36010640,UNCHANGED,1.0,
36010650,36010650,UNCHANGED,1.0,
11140730,11140730,UNCHANGED,1.0,
36010670,36010670,UNCHANGED,1.0,
36010680,36010680,UNCHANGED,1.0,
36010690,36010690,UNCHANGED,1.0,
36010700,36010700,UNCHANGED,1.0,
36010710,36010710,UNCHANGED,1.0,
36010720,36010720,UNCHANGED,1.0,
36010730,36010730,UNCHANGED,1.0,
36010740,36010740,UNCHANGED,1.0,
36010750,36010750,UNCHANGED,1.0,
11140740,11140740,UNCHANGED,1.0,
36010760,36010760,UNCHANGED,1.0,
36010770,36010770,UNCHANGED,1.0,
36020110,36020110,UNCHANGED,1.0,
36020310,36020310,UNCHANGED,1.0,
36020320,36020320,UNCHANGED,1.0,
36020330,36020330,UNCHANGED,1.0,
36020340,36020340,UNCHANGED,1.0,
36020350,36020350,UNCHANGED,1.0,
36020360,36020360,UNCHANGED,1.0,
36020510,36020510,UNCHANGED,1.0,
36020520,36020520,UNCHANGED,1.0,
36020530,36020530,UNCHANGED,1.0,
36020540,36020540,UNCHANGED,1.0,
36020550,36020550,UNCHANGED,1.0,
36020560,36020560,UNCHANGED,1.0,
36020570,36020570,UNCHANGED,1.0,
36020580,36020580,UNCHANGED,1.0,
36020590,36020590,UNCHANGED,1.0,
36020600,36020600,UNCHANGED,1.0,
36020610,36020610,UNCHANGED,1.0,
36020620,36020620,UNCHANGED,1.0,
36020630,36020630,UNCHANGED,1.0,
36020640,36020640,UNCHANGED,1.0,
36020650,36020650,UNCHANGED,1.0,
36020660,36020660,UNCHANGED,1.0,
